Q1;Q2;Q4a;Q4b;Q4c;Q4d;Q4e;Q4f;Q4g;Q4h;Q6a;Q6b;Q6c;Q6d;Q6e;Q6f;Q6g;Q6h;Q6i;Q6j;Q8;Q9;Q10;Q11;Q12;Q13;
Vpišite svojo raziskovalno šifro;Vmesnik, na katerem ste nazadnje reševali nalogo:;se ne da upravljati;kompliciran;ni učinkovit;ustvarja zmedo;dolgočasen;nezanimiv;star;zastarel;Menim, da bi ta sistem rad pogosto uporabljal.;Sistem se mi je zdel po nepotrebnem zapleten.;Sistem se mi je zdel enostaven za uporabo.;Menim, da bi za uporabo tega sistema potreboval pomoč tehnika.;Različne funkcije tega sistema so se mi zdele dobro povezane v celoto.;Sistem se mi je zdel preveč nekonsistenten.;Menim, da bi se večina uporabnikov zelo hitro naučila uporabljati ta sistem.;Sistem se mi je zdel neroden za uporabo.;Pri uporabi sistema sem bil zelo suveren.;Preden sem usvojil uporabo tega sistema, sem moral usvojiti veliko stvari;Mentalna zahtevnost  Kako mentalno zahtevna je bila naloga? ;Fizična zahtevnostKako fizično zahtevna je bila naloga? ;Časovna zahtevnost  Kako zahteven (hiter oz. nagel) je bil tempo naloge? ;Izvedba  Kako uspešni ste bili pri doseganju tega, kar je naloga od vas zahtevala? ;Trud  Kako zelo ste se mogli potruditi, da ste dosegli vaš nivo uspešnosti reševanja naloge? ;Frustracija  Kako negotovi, nemotivirani, razdraženi, pod stresom in razburjeni ste bili? ;
60724;2;5;5;6;5;4;5;6;6;4;1;4;1;5;1;4;2;4;1;3;0;5;1;3;0
74931;1;6;3;6;5;7;5;7;6;4;2;4;2;4;1;4;2;4;2;3;1;6;4;8;4
74931;2;5;6;5;5;4;5;6;7;3;2;4;1;5;1;4;2;2;2;5;0;12;4;13;5
16836;1;6;6;6;2;4;4;3;4;4;3;4;1;4;1;4;2;4;1;1;0;6;0;1;0
16836;2;6;5;6;5;5;5;4;3;4;-1;4;1;4;3;3;2;4;1;2;0;0;0;1;1
40949;2;7;5;7;6;5;5;6;6;5;4;4;1;5;1;5;4;5;1;0;0;0;0;3;13
40949;1;7;7;7;7;7;7;7;7;5;1;5;1;5;1;5;1;5;1;0;0;0;0;0;0
81691;2;7;7;7;6;5;6;6;7;4;1;5;1;5;1;5;1;4;1;0;0;0;0;0;0
81691;1;4;3;4;4;4;5;7;6;4;1;5;1;5;1;5;1;3;1;0;0;8;0;1;0
39081;2;3;2;4;2;4;4;6;6;1;4;2;3;3;3;4;4;2;1;12;0;10;8;12;13
39081;1;5;4;6;3;7;5;7;7;3;4;2;4;4;2;4;4;3;1;10;0;12;7;12;13
62968;2;5;6;6;4;2;2;4;5;4;2;4;1;4;1;5;1;5;1;8;0;4;3;4;6
62968;1;2;2;2;2;5;5;5;5;1;5;1;2;1;5;1;5;1;4;17;3;18;19;19;13
76970;2;4;3;5;3;2;3;2;2;3;4;2;1;3;4;2;2;3;3;12;2;5;0;14;13
76970;1;6;6;7;6;4;2;2;2;4;3;4;1;3;2;2;4;5;1;0;0;0;0;1;1
84586;2;5;3;3;3;4;4;5;5;4;4;2;1;3;3;4;4;2;1;8;0;0;2;3;5
84586;1;6;6;6;6;4;4;7;6;5;1;5;1;4;1;5;1;4;1;11;0;0;1;3;5
17739;2;6;5;6;5;4;4;5;5;4;1;4;1;4;1;4;2;4;1;2;1;3;1;2;1
17739;1;3;3;2;4;5;3;3;4;3;4;2;1;2;3;3;4;2;2;4;1;6;3;4;9
16063;1;5;6;6;3;3;6;3;5;4;2;5;1;4;2;4;2;4;1;11;3;5;4;5;11
16063;2;7;7;6;6;6;5;6;6;5;2;5;1;5;2;4;2;5;2;5;3;5;2;6;2
31434;2;7;6;6;5;4;5;6;6;4;2;4;1;4;3;5;2;3;1;2;0;4;0;1;2
31434;1;3;6;2;1;2;2;2;1;2;4;2;1;2;2;4;1;1;3;5;0;2;4;14;15
15629;1;4;4;5;3;4;5;3;3;2;4;4;2;4;3;5;4;4;1;5;2;6;10;6;1
15629;2;6;5;7;6;4;4;6;6;3;1;4;1;1;1;4;1;5;1;2;2;10;3;4;1
22254;2;6;5;6;5;4;5;6;6;4;2;5;1;3;3;2;4;5;1;3;0;18;20;2;2
22254;1;5;3;6;2;2;2;3;3;4;5;2;1;4;3;1;5;5;2;4;0;18;0;3;12
24306;2;6;7;7;6;4;4;4;4;4;1;4;1;3;3;4;1;3;1;4;1;8;0;4;10
24306;1;2;2;4;3;4;4;4;5;2;5;2;1;2;3;2;4;2;3;10;1;2;0;10;13
43223;2;4;3;5;5;4;4;1;1;2;5;3;1;3;3;2;4;5;2;11;1;4;3;11;11
43223;1;2;2;3;2;5;5;6;6;1;5;2;4;2;5;2;5;5;2;12;1;8;3;12;15
65939;2;4;4;4;4;4;4;6;5;1;4;2;3;3;3;3;4;2;2;11;3;5;1;14;14
65939;1;4;2;5;4;4;4;6;5;1;4;1;3;4;3;3;4;2;2;8;1;5;1;12;12
86614;2;3;4;3;3;5;5;6;6;3;2;3;1;3;1;4;3;3;1;2;0;2;3;2;3
86614;1;6;6;7;5;6;6;7;7;5;1;4;1;4;1;5;1;5;1;1;0;1;1;0;1
14230;2;6;5;6;5;5;4;6;6;5;1;4;1;4;3;4;2;4;2;5;0;4;5;2;3
14230;1;7;6;6;6;5;6;6;6;5;1;5;1;4;1;4;1;4;1;2;0;2;2;3;2
40280;2;4;3;4;3;6;3;4;4;2;4;3;1;2;3;3;4;2;1;1;0;2;1;4;5
40280;1;7;7;7;7;5;7;7;7;4;1;5;1;5;1;5;1;5;1;2;0;1;1;3;1
69163;2;4;4;6;3;4;2;4;3;1;4;4;2;2;4;4;4;1;2;11;2;11;13;7;1
69163;1;3;3;6;3;5;6;6;6;3;4;2;1;4;2;4;4;2;2;1;2;8;12;8;7
14076;2;3;2;5;2;3;4;4;5;4;3;2;1;2;3;4;4;3;1;6;5;5;6;6;7
14076;1;4;5;6;4;3;4;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
46261;2;3;4;5;3;4;4;5;5;3;3;4;1;3;2;5;4;3;2;3;0;5;15;4;0
46261;1;2;2;3;4;4;4;2;2;1;2;5;1;3;2;5;4;3;2;2;0;3;16;5;0
99096;2;3;3;3;5;6;3;3;3;2;4;2;1;2;4;3;3;2;3;8;5;8;3;10;8
99096;1;5;4;6;6;4;6;5;5;3;4;3;1;4;2;4;4;4;2;3;1;4;3;6;6
96066;2;4;4;3;4;2;3;4;4;1;4;2;1;2;4;2;4;2;2;8;0;12;2;10;2
96066;1;6;2;6;6;5;5;6;6;4;2;4;1;4;2;4;1;4;1;2;0;3;0;2;0
28236;2;3;2;5;1;4;4;3;3;2;1;2;1;3;3;1;4;1;4;12;0;1;0;11;15
28236;1;6;7;7;5;4;6;5;5;4;1;4;1;4;1;3;2;3;1;3;0;3;0;8;4
31185;2;4;3;4;3;2;2;3;3;3;4;2;4;3;3;2;4;1;1;7;1;7;0;15;14
31185;1;7;6;6;6;5;5;5;5;4;2;4;2;4;2;4;2;4;1;4;0;3;0;4;4
70885;1;6;6;7;2;4;4;6;6;4;1;4;1;4;2;5;2;4;2;2;1;3;16;3;5
70885;2;5;5;6;5;4;5;2;6;4;2;4;2;4;3;5;4;3;2;5;1;6;7;5;13
26286;1;5;3;4;4;3;4;2;3;3;4;2;1;2;3;4;4;4;2;8;3;6;1;6;3
26286;2;6;5;5;5;4;5;6;5;5;1;4;1;4;2;4;2;5;2;1;2;2;1;3;1
74495;2;5;5;5;5;4;5;4;4;4;2;4;1;4;2;4;3;4;1;1;1;1;0;1;3
74495;1;4;3;3;3;4;5;5;5;2;4;2;1;2;3;4;4;2;1;2;0;1;0;4;13
